user,total_emails,total_attachments,avg_email_size,off_hour_emails,weekend_emails,employee_name,user_id,O,C,E,A,N,anomaly_label,anomaly_flag,anomaly_score
SGM0021,3682,2135,29892.937262357413,981,0,Sybill Grace Mckay,SGM0021,41,12,26,41,33,1,0,0.09792177559886245
SGS0268,3026,650,30190.135822868477,572,0,Sylvester Guy Sanders,SGS0268,47,45,30,19,22,1,0,0.15147082951118934
SHR0334,1011,0,30013.152324431256,194,0,Salvador Herman Raymond,SHR0334,36,41,45,19,31,1,0,0.15610823468330814
SHW0578,333,179,29180.084084084083,22,0,Seth Harlan Walls,SHW0578,39,42,14,49,31,1,0,0.09339574018404018
SIJ0661,4681,817,30427.716086306344,818,0,Sarah Imelda Juarez,SIJ0661,40,17,14,15,21,1,0,0.08368854662511838
SJC0333,1011,798,30395.16221562809,192,0,Sloane Jade Cochran,SJC0333,22,39,31,36,29,1,0,0.15099351626756036
SJF0094,3360,2141,29966.40773809524,788,0,Shea Jane Franks,SJF0094,35,19,16,44,30,1,0,0.12719980426300187
SJO0209,4775,3740,29786.37151832461,1066,0,Samson Jeremy Ortega,SJO0209,39,45,18,39,35,1,0,0.057987802398788535
SJW0451,339,0,29432.277286135693,49,0,Sharon Jemima Whitehead,SJW0451,43,30,16,50,28,1,0,0.09161648336991435
SKG0759,1002,906,30197.08582834331,86,0,Sonia Karly Goodwin,SKG0759,22,15,43,41,26,1,0,0.12554789793203497
SLB0049,6061,2460,29916.18528295661,530,0,Summer Leilani Boyer,SLB0049,14,27,16,22,20,1,0,0.07669966596026778
SLP0762,1002,360,30208.31437125749,78,0,Sydnee Leilani Parsons,SLP0762,26,13,40,18,26,1,0,0.14588838529630288
SLT0907,499,233,30310.008016032065,0,0,Shelby Lila Turner,SLT0907,16,15,43,27,27,1,0,0.11985606852508968
SMB0804,3039,0,29926.03093122738,297,0,Sierra Margaret Barker,SMB0804,38,10,19,36,33,1,0,0.15278299840042253
SMH0291,467,111,30369.28051391863,10,123,Shaeleigh MacKenzie Harris,SMH0291,23,22,10,24,32,1,0,0.07522427012774202
SMW0084,3044,1262,30255.0223390276,487,0,Stephanie Mary Whitehead,SMW0084,20,37,39,48,27,1,0,0.133616697869278
SMY0792,3021,1664,29723.939424031774,277,0,Savannah Marcia Yang,SMY0792,43,37,39,42,25,1,0,0.14818633517841995
SNC0187,876,523,29436.124429223742,163,0,Stuart Nicolas Cervantes,SNC0187,40,41,42,30,27,1,0,0.12833562984730018
SNS0129,3717,1582,30111.452515469464,883,0,Sage Nichole Savage,SNS0129,26,10,43,35,30,1,0,0.11856986553069443
SOB0360,2436,0,29897.330049261083,248,0,Sean Omar Burgess,SOB0360,42,22,40,16,32,1,0,0.15612932305358368
SOB0586,331,0,30354.28096676737,28,0,Slade Orson Burch,SOB0586,45,35,23,24,30,1,0,0.1508000837434071
SOF0808,3027,1026,29826.94152626363,658,0,Steel Orson Fields,SOF0808,45,40,38,22,27,1,0,0.17607669650785696
SOG0411,3003,2031,30195.474192474197,395,0,Suki Ori Grant,SOG0411,26,19,21,24,23,1,0,0.14998633864619865
SPA0141,3635,2507,29770.50563961485,787,0,Scarlet Pearl Ashley,SPA0141,43,22,10,21,29,1,0,0.11178471888662084
SRH0155,3892,2203,29795.024665981506,947,132,Sasha Rina Huffman,SRH0155,34,14,37,45,28,1,0,0.08337314963391773
SRS0231,3024,621,29588.333994708995,418,0,Sandra Roary Solomon,SRS0231,17,44,36,32,26,1,0,0.11037086524268008
SSG0250,3015,2287,29934.896185737976,492,0,Steel Solomon Garrison,SSG0250,35,40,20,36,25,1,0,0.17000407179673444
SSH0799,3001,1323,30037.103632122627,438,0,Sonya Samantha Hahn,SSH0799,23,18,31,31,40,1,0,0.13825790336398508
SSJ0784,1291,654,30476.36096049574,161,293,Sarah Susan Jarvis,SSJ0784,19,39,12,45,34,1,0,0.049313195327076564
SSR0278,1688,0,30102.930687203792,0,0,Simone Scarlet Rose,SSR0278,34,32,45,15,24,1,0,0.14129000563251182
SSS0345,1011,0,30169.56181998022,153,0,Sybill Sage Shaw,SSS0345,40,21,38,16,20,1,0,0.13016822091325858
SVL0803,3033,649,29649.81866139136,340,0,Stephanie Victoria Lyons,SVL0803,27,35,20,36,32,1,0,0.1446625093579222
SVL0940,2991,983,29993.516215312604,610,0,September Vielka Livingston,SVL0940,15,42,26,15,34,1,0,0.1321325663348875
SVS0871,5038,3635,30004.92298531163,690,0,Sylvia Velma Sweet,SVS0871,23,15,34,28,33,1,0,0.09625828006421444
SXM0895,1003,188,30127.3260219342,0,0,Sigourney Xandra Maddox,SXM0895,14,18,15,33,25,1,0,0.11908287630284103
TAC0300,344,0,30637.30523255814,6,0,Timothy Arthur Carroll,TAC0300,15,38,18,18,36,1,0,0.0845347767846773
TAP0551,1960,1285,29836.047448979592,253,0,Tara Alma Potts,TAP0551,25,17,27,20,22,1,0,0.1363121535474735
TBT0461,339,150,29437.451327433628,44,0,Teagan Briar Townsend,TBT0461,43,42,13,30,28,1,0,0.12009097197547941
TCD0009,3674,1612,30057.546815459988,324,0,Tasha Casey Dalton,TCD0009,44,28,44,38,23,1,0,0.13911246731020516
TDG0962,336,187,29587.49404761905,87,0,Tyrone Damian Garner,TDG0962,42,40,36,26,21,1,0,0.13223334881841864
TDJ0998,3013,1046,29774.658811815465,551,0,Tobias Dakota Jacobs,TDJ0998,34,40,10,42,36,1,0,0.12308059159623597
TDS0984,3735,678,29920.29558232932,552,694,Tara Dai Stevenson,TDS0984,39,39,15,40,38,1,0,0.07758667051271917
TEB0251,3029,1565,29934.511059755696,411,0,Theodore Eagan Bass,TEB0251,44,50,22,13,36,1,0,0.13266917615091317
TEM0093,2158,725,30044.182576459683,475,0,Thaddeus Emery Martin,TEM0093,28,24,45,14,30,1,0,0.14866281972601975
TEM0977,3694,0,29813.270438549,422,0,Tara Echo Myers,TEM0977,22,19,40,45,29,1,0,0.11892954319614502
TET0621,5032,4136,30292.817368839427,667,0,Tyler Eden Talley,TET0621,30,37,44,32,27,1,0,0.07106868328807558
THD0448,334,68,30250.661676646705,31,0,Tad Harlan Duncan,THD0448,41,32,29,38,32,1,0,0.15195730348021658
THR0873,5032,3447,29886.125,705,0,Teagan Hedy Romero,THR0873,37,44,21,40,38,1,0,0.08497574018071269
TIW0299,337,143,30016.489614243324,2,0,Talon Ian Ware,TIW0299,34,19,19,12,31,1,0,0.14670308940945082
TJB0302,334,76,29736.33832335329,5,0,Teegan Jillian Burris,TJB0302,42,47,24,40,29,1,0,0.14132736622383368
TJD0996,3015,2149,30301.59800995025,366,0,Thor Jameson Diaz,TJD0996,34,22,42,16,32,1,0,0.15728009752226269
TJG0582,336,0,30112.95238095238,33,0,Timon Jacob Gay,TJG0582,42,50,18,15,29,1,0,0.1300712570430833
TLH0648,1011,0,29916.10484668645,179,0,Tarik Linus Hubbard,TLH0648,32,35,18,24,26,1,0,0.16875983681296125
TLK0993,3014,0,30208.727604512274,674,0,Tallulah Liberty Kirby,TLK0993,41,36,40,35,22,1,0,0.13972563355554024
TLM0797,3009,2452,30224.4679295447,336,0,Tobias Lucas Morin,TLM0797,43,42,34,23,36,1,0,0.15518201388276537
TMA0069,3057,1091,29807.62348707884,411,0,Tobias Martin Ashley,TMA0069,33,38,42,14,33,1,0,0.1623495768562918
TNM0961,247,178,30490.384615384617,79,0,Troy Nicolas Molina,TNM0961,37,50,39,17,32,1,0,0.10029219482012863
TOR0193,3640,2785,29861.20412087912,412,0,Tarik Odysseus Rivera,TOR0193,30,40,25,45,30,1,0,0.13074112237187052
TPH0474,388,0,30018.72164948453,53,0,Tad Patrick Hardin,TPH0474,44,39,14,21,35,1,0,0.13965203396713072
TQS0212,4661,2300,29974.995709075305,1013,0,Tasha Quail Sanchez,TQS0212,14,42,45,20,27,1,0,0.09300951274878111
TRK0914,3002,1139,30017.42371752165,398,0,Teagan Raven Kennedy,TRK0914,40,19,14,33,30,1,0,0.16511137851089913
TSB0437,1020,234,29744.32549019608,148,0,Tamara Shaeleigh Best,TSB0437,26,23,16,30,26,1,0,0.14223541586528826
TSG0906,1008,845,30199.92559523809,0,0,Thomas Shad Guthrie,TSG0906,41,21,40,28,28,1,0,0.15510731319988186
TSM0363,3629,1469,29954.97106640948,438,0,TaShya Savannah Mcgowan,TSM0363,34,19,20,39,33,1,0,0.16620112523768232
TSM0927,3096,1343,29714.636950904394,441,0,Tana Sonya Moody,TSM0927,33,21,10,37,26,1,0,0.12598976272016343
TSR0676,3015,1556,30434.875953565504,495,0,Todd Scott Roth,TSR0676,43,40,26,19,33,1,0,0.15766116683078785
TTD1000,3000,1085,30186.554666666667,376,0,Tiger Tucker Dawson,TTD1000,34,34,24,40,29,1,0,0.17718181436193836
TUC0632,1019,0,29779.791952894997,197,0,Troy Uriah Conway,TUC0632,38,44,10,13,31,1,0,0.11344423266602133
TVS0006,8994,7259,29993.51300867245,618,0,Thomas Vladimir Stokes,TVS0006,43,43,37,20,41,-1,1,-0.003786877329766125
TVS0050,6253,3063,29930.41468095314,1570,0,Todd Vance Spears,TVS0050,40,38,18,30,29,1,0,0.06009459065315026
TYB0779,989,830,30443.65824064712,110,0,TaShya Yoko Bailey,TYB0779,24,20,35,36,34,1,0,0.12515590704560825
UAD0771,996,540,29494.64859437751,98,0,Uriel Axel Diaz,UAD0771,46,34,15,30,31,1,0,0.1345764052077466
UBF0645,1005,0,30164.53631840796,221,0,Ursa Britanney Frederick,UBF0645,34,20,34,23,31,1,0,0.1690174251332653
UCH0519,812,255,30080.272167487685,16,0,Ulric Colt Holt,UCH0519,33,40,20,47,28,1,0,0.14338637567851992
UCS0227,3048,0,29887.992782152232,388,0,Uriel Charles Solomon,UCS0227,22,32,41,35,34,1,0,0.14659337650248622
UFK0208,4709,1848,30196.112550435337,1009,0,Ulric Ferdinand Knapp,UFK0208,18,34,22,23,30,1,0,0.12138342481515974
UIR0043,3720,1267,30079.98682795699,817,0,Ursula Idona Richard,UIR0043,19,37,23,38,32,1,0,0.14465516861116712
UJC0737,4987,2245,29916.63665530379,763,0,Urielle Jane Carter,UJC0737,16,12,12,38,25,1,0,0.07309031898029217
USH0199,3052,1864,30235.054062909567,600,0,Upton Sebastian Holt,USH0199,44,39,46,36,25,1,0,0.13983081441236217
VAA0087,3011,1894,29972.22318166722,579,0,Vincent Avram Aguirre,VAA0087,36,44,42,18,23,1,0,0.1521822296363582
VCC0396,3021,2431,30214.165508109894,446,0,Vincent Craig Cunningham,VCC0396,21,45,16,37,23,1,0,0.11056782480413208
VCY0751,5021,3920,29959.68392750448,819,0,Vincent Calvin Young,VCY0751,37,24,39,19,25,1,0,0.09683291700574082
VEB0935,3011,0,29944.99236134175,723,0,Valentine Elton Britt,VEB0935,46,37,39,20,32,1,0,0.1656813862171671
VFM0814,2110,504,30055.365402843603,482,0,Vernon Finn Mcgee,VFM0814,46,45,44,19,28,1,0,0.14886057043795936
VIA0063,4701,954,30099.24399064029,612,0,Vance Ira Alston,VIA0063,40,34,19,50,33,1,0,0.11687624735731944
VLB0647,1018,674,29812.53831041257,228,0,Valentine Lucian Benjamin,VLB0647,48,40,42,47,24,1,0,0.11025210407022046
VMJ0147,4711,3880,30200.76077265973,313,0,Vera Mollie Jenkins,VMJ0147,23,28,37,22,24,1,0,0.08945638055122856
VMJ0546,3016,2451,30237.884615384617,454,0,Veda Martina Jacobson,VMJ0546,20,37,29,39,26,1,0,0.14756358782442391
VSA0230,2587,1385,30070.17935833011,315,0,Vivian Sarah Arnold,VSA0230,47,15,25,14,29,1,0,0.13445801669928392
VSS0154,2301,1417,30319.72142546719,173,0,Vernon Samuel Sawyer,VSS0154,43,49,10,40,30,1,0,0.10405002567217042
VTT0385,2964,623,29975.513495276653,488,0,Vladimir Thomas Todd,VTT0385,14,26,17,36,28,1,0,0.1375759456625537
WAB0143,2211,0,29954.817277250117,446,0,William Aladdin Bennett,WAB0143,43,43,24,22,33,1,0,0.16202524086192927
WAS0254,3052,1174,30173.641218872872,563,0,William Aristotle Sampson,WAS0254,43,37,16,18,35,1,0,0.16670376955157884
WBC0192,4704,4040,30172.228103741498,1209,0,Whoopi Britanney Camacho,WBC0192,47,36,39,39,27,1,0,0.05094070084327973
WBC0315,5019,1898,30046.73699940227,914,0,William Beau Callahan,WBC0315,40,37,40,45,24,1,0,0.12007956749645238
WDD0366,3215,1738,30086.36267496112,415,0,Wesley Dustin Dickerson,WDD0366,43,42,17,19,28,1,0,0.1753898530238322
WDO0870,4628,891,30066.17588591184,773,0,William Damian Oconnor,WDO0870,23,21,14,13,25,1,0,0.12110370055975972
WDV0573,353,243,30080.892351274782,59,0,Wang Dean Vasquez,WDV0573,48,36,13,31,33,1,0,0.137564334197114
WGR0833,339,0,29268.88790560472,52,0,William Graham Rowe,WGR0833,38,46,24,38,42,1,0,0.06370925093137014
WGS0516,1006,0,29528.3310139165,27,0,Willa Giselle Stanton,WGS0516,11,20,39,20,29,1,0,0.10503584271810074
WIF0691,3013,609,30231.02953866578,83,0,Wade Ira Frazier,WIF0691,33,39,37,30,24,1,0,0.15950703852410575
WIQ0567,3876,2824,29669.159184726523,47,799,Willow Iliana Quinn,WIQ0567,25,41,10,47,39,-1,1,-0.03545670596517736
WJD0576,334,59,30073.556886227543,24,0,Willow Jaime Daniel,WJD0576,40,20,23,38,26,1,0,0.15847661481755781
WKD0013,6076,1270,30093.332620144836,0,0,Wesley Kasper Duffy,WKD0013,42,36,40,27,34,1,0,0.12232273686456102
WKF0012,6056,2412,29996.994550858653,912,0,Walter Kaseem Foley,WKF0012,37,44,20,45,23,1,0,0.08024201620701937
WLV0566,3007,557,30144.29730628533,41,0,Whilemina Liberty Velez,WLV0566,10,19,38,24,39,1,0,0.1105944736550935
WNB0908,999,578,29361.0,0,0,Wing Noah Bonner,WNB0908,38,38,38,22,23,1,0,0.121105329796943
WPE0538,1007,979,29661.435948361468,85,0,Whilemina Pandora England,WPE0538,21,16,23,22,35,1,0,0.12364349401518665
WPR0368,4534,879,29975.54146449052,564,820,William Price Robles,WPR0368,48,34,40,17,31,1,0,0.07054893642924831
WRM0963,168,119,29282.255952380958,36,0,Wynter Rose Mercer,WRM0963,17,23,43,31,22,1,0,0.07969737408250355
WSR0241,3349,2065,29911.855479247537,389,0,Wanda Samantha Rogers,WSR0241,35,27,15,25,29,1,0,0.16431623461593803
WTF0387,3034,1117,30040.30388925511,484,0,William Trevor Fuentes,WTF0387,40,23,40,25,24,1,0,0.16931306925202522
WTR0563,2992,0,30189.364639037434,57,0,William Theodore Reeves,WTR0563,47,45,46,15,31,1,0,0.11181691144326361
WVB0539,4629,887,29973.860661049905,534,0,Winter Veda Burks,WVB0539,43,16,18,42,31,1,0,0.13657059639016378
WXH0872,5074,2631,29748.503153330705,717,0,Wynne Xyla Hartman,WXH0872,17,20,19,21,25,1,0,0.11111515571038788
XAA0104,3039,1872,30099.266205988813,722,0,Xander Aaron Acevedo,XAA0104,41,40,14,38,42,1,0,0.1278539536076958
XBN0229,2991,1218,29917.86827148111,346,0,Xandra Briar Nielsen,XBN0229,34,16,17,40,29,1,0,0.1537915436413705
XHG0902,1013,491,30260.050345508396,0,0,Xenos Hayden Gallegos,XHG0902,44,35,23,47,14,1,0,0.093476979253797
XHW0498,2827,2022,30349.368942341705,268,0,Xerxes Howard Wilcox,XHW0498,37,47,48,23,35,1,0,0.09935079159000143
XLB0710,338,0,29956.13017751479,52,0,Xanthus Louis Buck,XLB0710,46,38,39,36,20,1,0,0.11971961027994837
XRS0633,1012,452,29933.43774703557,187,0,Xenos Rudyard Small,XRS0633,34,39,39,40,23,1,0,0.16137704423086557
XWD0923,2443,1623,30165.09046254605,460,0,Xander Walter Doyle,XWD0923,16,38,45,20,31,1,0,0.1334535273557193
YCE0983,3027,2584,30104.92599933928,448,0,Yardley Cairo Elliott,YCE0983,39,21,42,30,36,1,0,0.14755774787702813
YDN0198,3693,1799,29775.80909829407,926,0,Yasir Dexter Nelson,YDN0198,45,50,41,11,24,1,0,0.09309617947417859
YEV0793,3005,1231,29913.720798668885,361,0,Yardley Ezra Vang,YEV0793,40,37,42,15,22,1,0,0.15857579658273296
YIC0195,3716,2387,30084.87755651238,519,733,Yolanda Idona Crosby,YIC0195,18,49,19,40,31,1,0,0.03634899652012047
YJF0532,994,638,29970.340040241448,17,0,Yoshio Joseph Farmer,YJF0532,40,35,23,47,26,1,0,0.14070217809080876
YJV0699,340,0,30563.397058823528,58,0,Yvette Jeanette Vang,YJV0699,17,25,30,13,31,1,0,0.1132549198103664
YWW0660,771,0,30052.21141374838,164,0,Yasir Wade Wilcox,YWW0660,39,35,37,10,36,1,0,0.12332033113535323
ZCF0590,329,0,29369.61398176292,27,0,Zane Cadman Fields,ZCF0590,42,42,42,25,31,1,0,0.10819483871439073
ZDW0859,5020,3100,29678.06294820717,811,0,Zeph Dakota Wilkerson,ZDW0859,39,45,26,41,32,1,0,0.09953352438956142
ZFM0468,336,161,30926.133928571428,42,0,Zenia Freya Macias,ZFM0468,35,16,20,45,30,1,0,0.08518956444329179
ZJE0857,5362,887,30153.795598657216,856,212,Zenaida Justine England,ZJE0857,35,34,36,38,31,1,0,0.1211266856122577
ZJS0269,3010,0,29938.084717607973,537,0,Zorita Jaime Spears,ZJS0269,30,34,16,35,27,1,0,0.1481282523577948
ZKS0899,1015,196,29893.791133004925,0,0,Zenia Kiona Stevenson,ZKS0899,47,20,42,43,30,1,0,0.1351464990141229
ZMC0284,2997,1386,29997.152819486157,0,0,Zachary Myles Cardenas,ZMC0284,42,33,41,30,31,1,0,0.15798263942806623
ZSB0649,1017,798,29642.576204523102,206,0,Zia Shelley Blankenship,ZSB0649,23,25,36,14,26,1,0,0.1391838194211621
ZSK0258,3000,553,29576.179666666667,512,0,Zachery Samson Kerr,ZSK0258,38,35,21,37,25,1,0,0.14764427603146552
ZSL0305,337,77,30452.320474777447,1,0,Zena Sigourney Langley,ZSL0305,21,26,18,41,32,1,0,0.12380785191471239
